Event Type,Latitude,Longitude,start_datetime,end_datetime
Construction,40.86,-74.04,2012-10-08 09:38:42,2012-10-08 10:37:42
Construction,40.86,-74.04,2012-10-08 10:38:42,2012-10-08 11:37:42
Construction,40.86,-74.04,2012-10-08 11:38:42,2012-10-08 12:37:42
Construction,40.86,-74.04,2012-10-08 12:38:42,2012-10-08 13:37:42
Construction,40.86,-74.04,2012-10-08 13:38:42,2012-10-08 14:37:42
Construction,40.86,-74.04,2012-10-08 14:38:42,2012-10-08 15:37:42
Construction,40.86,-74.04,2012-10-08 15:38:42,2012-10-08 16:37:42
Construction,40.86,-74.04,2012-10-08 16:38:42,2012-10-08 17:37:42
Construction,40.86,-74.04,2012-10-08 17:38:42,2012-10-08 18:37:42
Construction,40.86,-74.04,2012-10-08 18:38:42,2012-10-08 19:37:42
Construction,40.86,-74.04,2012-10-08 19:38:42,2012-10-08 20:37:42
Construction,40.86,-74.04,2012-10-08 20:38:42,2012-10-08 21:37:42
Construction,40.86,-74.04,2012-10-08 21:38:42,2012-10-08 22:37:42
Construction,40.86,-74.04,2012-10-08 22:38:42,2012-10-08 23:37:42
Construction,40.86,-74.04,2012-10-08 23:38:42,2012-10-09 00:37:42
Construction,40.86,-74.04,2012-10-09 00:38:42,2012-10-09 01:37:42
Construction,40.86,-74.04,2012-10-09 01:38:42,2012-10-09 02:37:42
Construction,40.86,-74.04,2012-10-09 02:38:42,2012-10-09 03:37:42
Construction,40.86,-74.04,2012-10-09 03:38:42,2012-10-09 04:37:42
Construction,40.86,-74.04,2012-10-09 04:38:42,2012-10-09 05:37:42
Construction,40.86,-74.04,2012-10-09 05:38:42,2012-10-09 06:37:42
Construction,40.86,-74.04,2012-10-09 06:38:42,2012-10-09 07:37:42
Construction,40.86,-74.04,2012-10-09 07:38:42,2012-10-09 08:37:42
Construction,40.86,-74.04,2012-10-09 08:38:42,2012-10-09 09:37:42
Construction,40.86,-74.04,2012-10-09 09:38:42,2012-10-09 10:37:42
Construction,40.86,-74.04,2012-10-09 10:38:42,2012-10-09 11:37:42
Construction,40.86,-74.04,2012-10-09 11:38:42,2012-10-09 12:37:42
Construction,40.86,-74.04,2012-10-09 12:38:42,2012-10-09 13:37:42
Construction,40.86,-74.04,2012-10-09 13:38:42,2012-10-09 14:37:42
Construction,40.86,-74.04,2012-10-09 14:38:42,2012-10-09 15:37:42
Construction,40.86,-74.04,2012-10-09 15:38:42,2012-10-09 16:37:42
Construction,40.86,-74.04,2012-10-09 16:38:42,2012-10-09 17:37:42
Construction,40.86,-74.04,2012-10-09 17:38:42,2012-10-09 18:37:42
Construction,40.86,-74.04,2012-10-09 18:38:42,2012-10-09 19:37:42
Construction,40.86,-74.04,2012-10-09 19:38:42,2012-10-09 20:37:42
Construction,40.86,-74.04,2012-10-09 20:38:42,2012-10-09 21:37:42
Construction,40.86,-74.04,2012-10-09 21:38:42,2012-10-09 22:37:42
Construction,40.86,-74.04,2012-10-09 22:38:42,2012-10-09 23:37:42
Construction,40.86,-74.04,2012-10-09 23:38:42,2012-10-10 00:37:42
Construction,40.86,-74.04,2012-10-10 00:38:42,2012-10-10 01:37:42
Construction,40.86,-74.04,2012-10-10 01:38:42,2012-10-10 02:37:42
Construction,40.86,-74.04,2012-10-10 02:38:42,2012-10-10 03:37:42
Construction,40.86,-74.04,2012-10-10 03:38:42,2012-10-10 04:37:42
Construction,40.86,-74.04,2012-10-10 04:38:42,2012-10-10 05:37:42
Construction,40.86,-74.04,2012-10-10 05:38:42,2012-10-10 06:37:42
Construction,40.86,-74.04,2012-10-10 06:38:42,2012-10-10 07:37:42
Construction,40.86,-74.04,2012-10-10 07:38:42,2012-10-10 08:37:42
Construction,40.86,-74.04,2012-10-10 08:38:42,2012-10-10 09:37:42
Construction,40.86,-74.04,2012-10-10 09:38:42,2012-10-10 10:37:42
Construction,40.86,-74.04,2012-10-10 10:38:42,2012-10-10 11:37:42
Construction,40.86,-74.04,2012-10-10 11:38:42,2012-10-10 12:37:42
Construction,40.86,-74.04,2012-10-10 12:38:42,2012-10-10 13:37:42
Construction,40.86,-74.04,2012-10-10 13:38:42,2012-10-10 14:37:42
Construction,40.86,-74.04,2012-10-10 14:38:42,2012-10-10 15:37:42
Construction,40.86,-74.04,2012-10-10 15:38:42,2012-10-10 16:37:42
Construction,40.86,-74.04,2012-10-10 16:38:42,2012-10-10 17:37:42
Construction,40.86,-74.04,2012-10-10 17:38:42,2012-10-10 18:37:42
Construction,40.86,-74.04,2012-10-10 18:38:42,2012-10-10 19:37:42
Construction,40.86,-74.04,2012-10-10 19:38:42,2012-10-10 20:37:42
Construction,40.86,-74.04,2012-10-10 20:38:42,2012-10-10 21:37:42
Construction,40.86,-74.04,2012-10-10 21:38:42,2012-10-10 22:37:42
Construction,40.86,-74.04,2012-10-10 22:38:42,2012-10-10 23:37:42
Construction,40.86,-74.04,2012-10-10 23:38:42,2012-10-11 00:37:42
Construction,40.86,-74.04,2012-10-11 00:38:42,2012-10-11 01:37:42
Construction,40.86,-74.04,2012-10-11 01:38:42,2012-10-11 02:37:42
Construction,40.86,-74.04,2012-10-11 02:38:42,2012-10-11 03:37:42
Construction,40.86,-74.04,2012-10-11 03:38:42,2012-10-11 04:37:42
Construction,40.86,-74.04,2012-10-11 04:38:42,2012-10-11 05:37:42
Construction,40.86,-74.04,2012-10-11 05:38:42,2012-10-11 06:37:42
Construction,40.86,-74.04,2012-10-11 06:38:42,2012-10-11 07:37:42
Construction,40.86,-74.04,2012-10-11 07:38:42,2012-10-11 08:37:42
Construction,40.86,-74.04,2012-10-11 08:38:42,2012-10-11 09:37:42
Construction,40.86,-74.04,2012-10-11 09:38:42,2012-10-11 10:37:42
Construction,40.86,-74.04,2012-10-11 10:38:42,2012-10-11 11:37:42
Construction,40.86,-74.04,2012-10-11 11:38:42,2012-10-11 12:37:42
Construction,40.86,-74.04,2012-10-11 12:38:42,2012-10-11 13:37:42
Construction,40.86,-74.04,2012-10-11 13:38:42,2012-10-11 14:37:42
Construction,40.86,-74.04,2012-10-11 14:38:42,2012-10-11 15:37:42
Construction,40.86,-74.04,2012-10-11 15:38:42,2012-10-11 16:37:42
Construction,40.86,-74.04,2012-10-11 16:38:42,2012-10-11 17:37:42
Construction,40.86,-74.04,2012-10-11 17:38:42,2012-10-11 18:37:42
Construction,40.86,-74.04,2012-10-11 18:38:42,2012-10-11 19:37:42
Construction,40.86,-74.04,2012-10-11 19:38:42,2012-10-11 20:37:42
Construction,40.86,-74.04,2012-10-11 20:38:42,2012-10-11 21:37:42
Construction,40.86,-74.04,2012-10-11 21:38:42,2012-10-11 22:37:42
Construction,40.86,-74.04,2012-10-11 22:38:42,2012-10-11 23:37:42
Construction,40.86,-74.04,2012-10-11 23:38:42,2012-10-12 00:37:42
Construction,40.86,-74.04,2012-10-12 00:38:42,2012-10-12 01:37:42
Construction,40.86,-74.04,2012-10-12 01:38:42,2012-10-12 02:37:42
Construction,40.86,-74.04,2012-10-12 02:38:42,2012-10-12 03:37:42
Construction,40.86,-74.04,2012-10-12 03:38:42,2012-10-12 04:37:42
Construction,40.86,-74.04,2012-10-12 04:38:42,2012-10-12 05:37:42
Construction,40.86,-74.04,2012-10-12 05:38:42,2012-10-12 06:37:42
Construction,40.86,-74.04,2012-10-12 06:38:42,2012-10-12 07:37:42
Construction,40.86,-74.04,2012-10-12 07:38:42,2012-10-12 08:37:42
Construction,40.86,-74.04,2012-10-12 08:38:42,2012-10-12 09:37:42
Construction,40.86,-74.04,2012-10-12 09:38:42,2012-10-12 10:37:42
Construction,40.86,-74.04,2012-10-12 10:38:42,2012-10-12 11:37:42
Construction,40.86,-74.04,2012-10-12 11:38:42,2012-10-12 12:37:42
Construction,40.86,-74.04,2012-10-12 12:38:42,2012-10-12 13:37:42
Construction,40.86,-74.04,2012-10-12 13:38:42,2012-10-12 14:37:42
Construction,40.86,-74.04,2012-10-12 14:38:42,2012-10-12 15:37:42
Construction,40.86,-74.04,2012-10-12 15:38:42,2012-10-12 16:37:42
Construction,40.86,-74.04,2012-10-12 16:38:42,2012-10-12 17:37:42
Construction,40.86,-74.04,2012-10-12 17:38:42,2012-10-12 18:37:42
Construction,40.86,-74.04,2012-10-12 18:38:42,2012-10-12 19:37:42
Construction,40.86,-74.04,2012-10-12 19:38:42,2012-10-12 20:37:42
Construction,40.86,-74.04,2012-10-12 20:38:42,2012-10-12 21:37:42
Construction,40.86,-74.04,2012-10-12 21:38:42,2012-10-12 22:37:42
Construction,40.86,-74.04,2012-10-12 22:38:42,2012-10-12 23:37:42
Construction,40.86,-74.04,2012-10-12 23:38:42,2012-10-13 00:37:42
Construction,40.86,-74.04,2012-10-13 00:38:42,2012-10-13 01:37:42
Construction,40.86,-74.04,2012-10-13 01:38:42,2012-10-13 02:37:42
Construction,40.86,-74.04,2012-10-13 02:38:42,2012-10-13 03:37:42
Construction,40.86,-74.04,2012-10-13 03:38:42,2012-10-13 04:18:00
delays,40.74,-73.83,2012-08-13 11:02:00,2012-08-13 08:15:00
delays,40.73,-74.04,2012-12-20 03:06:00,2012-12-20 04:05:00
delays,40.73,-74.04,2012-12-20 04:06:00,2012-12-20 05:05:00
delays,40.73,-74.04,2012-12-20 05:06:00,2012-12-20 06:05:00
delays,40.73,-74.04,2012-12-20 06:06:00,2012-12-20 07:05:00
delays,40.73,-74.04,2012-12-20 07:06:00,2012-12-20 07:37:00
track work,40.81,-74.11,2012-10-03 01:16:28,2012-10-03 01:21:00
delays,40.72,-74.03,2012-08-10 05:27:00,2012-08-10 06:26:00
delays,40.72,-74.03,2012-08-10 06:27:00,2012-08-10 07:26:00
delays,40.72,-74.03,2012-08-10 07:27:00,2012-08-10 08:01:00
delays,40.68,-73.8,2012-05-04 01:58:00,2012-05-04 02:57:00
delays,40.68,-73.8,2012-05-04 02:58:00,2012-05-04 03:57:00
delays,40.68,-73.8,2012-05-04 03:58:00,2012-05-04 04:57:00
delays,40.68,-73.8,2012-05-04 04:58:00,2012-05-04 05:57:00
delays,40.68,-73.8,2012-05-04 05:58:00,2012-05-04 06:57:00
delays,40.68,-73.8,2012-05-04 06:58:00,2012-05-04 07:57:00
delays,40.68,-73.8,2012-05-04 07:58:00,2012-05-04 08:51:00
Emergency Construction,40.9,-74.18,2012-09-20 07:40:40,2012-09-20 03:19:00
delays,40.71,-73.82,2012-06-15 12:38:00,2012-06-15 08:56:00
delays,40.73,-73.91,2012-04-16 09:58:00,2012-04-16 01:20:00
delays,40.91,-74.03,2012-04-19 03:56:00,2012-04-19 04:55:00
delays,40.91,-74.03,2012-04-19 04:56:00,2012-04-19 05:55:00
delays,40.77,-74.2,2012-07-15 03:20:00,2012-07-15 04:07:00
delays,40.69,-73.81,2012-06-03 02:15:00,2012-06-03 03:14:00
delays,40.69,-73.81,2012-06-03 03:15:00,2012-06-03 04:14:00
delays,40.69,-73.81,2012-06-03 04:15:00,2012-06-03 05:14:00
delays,40.69,-73.81,2012-06-03 05:15:00,2012-06-03 06:14:00
delays,40.69,-73.81,2012-06-03 06:15:00,2012-06-03 07:14:00
delays,40.69,-73.81,2012-06-03 07:15:00,2012-06-03 08:14:00
delays,40.69,-73.81,2012-06-03 08:15:00,2012-06-03 09:14:00
delays,40.69,-73.81,2012-06-03 09:15:00,2012-06-03 09:57:00
Bridge Painting,40.75,-74.2,2012-07-14 08:47:41,2012-07-14 09:46:41
Bridge Painting,40.75,-74.2,2012-07-14 09:47:41,2012-07-14 10:46:41
Bridge Painting,40.75,-74.2,2012-07-14 10:47:41,2012-07-14 11:46:41
Bridge Painting,40.75,-74.2,2012-07-14 11:47:41,2012-07-14 12:46:41
Bridge Painting,40.75,-74.2,2012-07-14 12:47:41,2012-07-14 13:46:41
Bridge Painting,40.75,-74.2,2012-07-14 13:47:41,2012-07-14 14:46:41
Bridge Painting,40.75,-74.2,2012-07-14 14:47:41,2012-07-14 15:46:41
Bridge Painting,40.75,-74.2,2012-07-14 15:47:41,2012-07-14 16:46:41
Bridge Painting,40.75,-74.2,2012-07-14 16:47:41,2012-07-14 17:46:41
Bridge Painting,40.75,-74.2,2012-07-14 17:47:41,2012-07-14 18:46:41
Bridge Painting,40.75,-74.2,2012-07-14 18:47:41,2012-07-14 19:46:41
Bridge Painting,40.75,-74.2,2012-07-14 19:47:41,2012-07-14 20:46:41
Bridge Painting,40.75,-74.2,2012-07-14 20:47:41,2012-07-14 21:46:41
Bridge Painting,40.75,-74.2,2012-07-14 21:47:41,2012-07-14 22:46:41
Bridge Painting,40.75,-74.2,2012-07-14 22:47:41,2012-07-14 23:46:41
Bridge Painting,40.75,-74.2,2012-07-14 23:47:41,2012-07-15 00:46:41
Bridge Painting,40.75,-74.2,2012-07-15 00:47:41,2012-07-15 01:46:41
Bridge Painting,40.75,-74.2,2012-07-15 01:47:41,2012-07-15 02:46:41
Bridge Painting,40.75,-74.2,2012-07-15 02:47:41,2012-07-15 03:46:41
Bridge Painting,40.75,-74.2,2012-07-15 03:47:41,2012-07-15 04:46:41
Bridge Painting,40.75,-74.2,2012-07-15 04:47:41,2012-07-15 05:46:41
Bridge Painting,40.75,-74.2,2012-07-15 05:47:41,2012-07-15 06:46:41
Bridge Painting,40.75,-74.2,2012-07-15 06:47:41,2012-07-15 07:46:41
Bridge Painting,40.75,-74.2,2012-07-15 07:47:41,2012-07-15 08:46:41
Bridge Painting,40.75,-74.2,2012-07-15 08:47:41,2012-07-15 09:46:41
Bridge Painting,40.75,-74.2,2012-07-15 09:47:41,2012-07-15 10:46:41
Bridge Painting,40.75,-74.2,2012-07-15 10:47:41,2012-07-15 11:46:41
Bridge Painting,40.75,-74.2,2012-07-15 11:47:41,2012-07-15 12:46:41
Bridge Painting,40.75,-74.2,2012-07-15 12:47:41,2012-07-15 13:46:41
Bridge Painting,40.75,-74.2,2012-07-15 13:47:41,2012-07-15 14:46:41
Bridge Painting,40.75,-74.2,2012-07-15 14:47:41,2012-07-15 15:46:41
Bridge Painting,40.75,-74.2,2012-07-15 15:47:41,2012-07-15 16:46:41
Bridge Painting,40.75,-74.2,2012-07-15 16:47:41,2012-07-15 17:46:41
Bridge Painting,40.75,-74.2,2012-07-15 17:47:41,2012-07-15 18:46:41
Bridge Painting,40.75,-74.2,2012-07-15 18:47:41,2012-07-15 19:46:41
Bridge Painting,40.75,-74.2,2012-07-15 19:47:41,2012-07-15 20:46:41
Bridge Painting,40.75,-74.2,2012-07-15 20:47:41,2012-07-15 21:46:41
Bridge Painting,40.75,-74.2,2012-07-15 21:47:41,2012-07-15 22:46:41
Bridge Painting,40.75,-74.2,2012-07-15 22:47:41,2012-07-15 23:46:41
Bridge Painting,40.75,-74.2,2012-07-15 23:47:41,2012-07-16 00:46:41
Bridge Painting,40.75,-74.2,2012-07-16 00:47:41,2012-07-16 01:46:41
Bridge Painting,40.75,-74.2,2012-07-16 01:47:41,2012-07-16 02:46:41
Bridge Painting,40.75,-74.2,2012-07-16 02:47:41,2012-07-16 03:46:41
Bridge Painting,40.75,-74.2,2012-07-16 03:47:41,2012-07-16 04:46:41
Bridge Painting,40.75,-74.2,2012-07-16 04:47:41,2012-07-16 05:46:41
Bridge Painting,40.75,-74.2,2012-07-16 05:47:41,2012-07-16 06:18:00
delays,40.9,-74.02,2012-02-10 03:40:00,2012-02-10 04:39:00
delays,40.9,-74.02,2012-02-10 04:40:00,2012-02-10 05:39:00
delays,40.9,-74.02,2012-02-10 05:40:00,2012-02-10 06:39:00
disabled vehicle,40.7,-73.99,2012-12-05 11:02:00,2012-12-05 11:04:00
construction,40.89,-74.17,2012-10-15 08:00:00,2012-10-15 08:26:00
delays,40.87,-74.12,2012-10-24 02:40:00,2012-10-24 03:39:00
delays,40.87,-74.12,2012-10-24 03:40:00,2012-10-24 04:39:00
delays,40.87,-74.12,2012-10-24 04:40:00,2012-10-24 05:39:00
delays,40.87,-74.12,2012-10-24 05:40:00,2012-10-24 06:23:00
delays,40.86,-73.97,2012-05-12 04:34:00,2012-05-12 05:33:00
delays,40.86,-73.97,2012-05-12 05:34:00,2012-05-12 05:50:00
Bridge Work,40.76,-74.21,2012-06-15 10:18:57,2012-06-15 11:17:57
Bridge Work,40.76,-74.21,2012-06-15 11:18:57,2012-06-15 12:17:57
Bridge Work,40.76,-74.21,2012-06-15 12:18:57,2012-06-15 13:17:57
Bridge Work,40.76,-74.21,2012-06-15 13:18:57,2012-06-15 14:17:57
Bridge Work,40.76,-74.21,2012-06-15 14:18:57,2012-06-15 15:17:57
Bridge Work,40.76,-74.21,2012-06-15 15:18:57,2012-06-15 16:17:57
Bridge Work,40.76,-74.21,2012-06-15 16:18:57,2012-06-15 17:17:57
Bridge Work,40.76,-74.21,2012-06-15 17:18:57,2012-06-15 18:17:57
Bridge Work,40.76,-74.21,2012-06-15 18:18:57,2012-06-15 19:17:57
Bridge Work,40.76,-74.21,2012-06-15 19:18:57,2012-06-15 20:17:57
Bridge Work,40.76,-74.21,2012-06-15 20:18:57,2012-06-15 21:17:57
Bridge Work,40.76,-74.21,2012-06-15 21:18:57,2012-06-15 22:17:57
Bridge Work,40.76,-74.21,2012-06-15 22:18:57,2012-06-15 23:17:57
Bridge Work,40.76,-74.21,2012-06-15 23:18:57,2012-06-16 00:17:57
Bridge Work,40.76,-74.21,2012-06-16 00:18:57,2012-06-16 01:17:57
Bridge Work,40.76,-74.21,2012-06-16 01:18:57,2012-06-16 02:17:57
Bridge Work,40.76,-74.21,2012-06-16 02:18:57,2012-06-16 03:17:57
delays,40.88,-74.08,2012-11-18 08:40:00,2012-11-18 08:43:00
construction,40.82,-73.88,2012-01-23 10:14:00,2012-01-23 11:13:00
construction,40.82,-73.88,2012-01-23 11:14:00,2012-01-23 12:13:00
construction,40.82,-73.88,2012-01-23 12:14:00,2012-01-23 13:13:00
construction,40.82,-73.88,2012-01-23 13:14:00,2012-01-23 14:13:00
construction,40.82,-73.88,2012-01-23 14:14:00,2012-01-23 15:13:00
construction,40.82,-73.88,2012-01-23 15:14:00,2012-01-23 16:13:00
construction,40.82,-73.88,2012-01-23 16:14:00,2012-01-23 17:13:00
construction,40.82,-73.88,2012-01-23 17:14:00,2012-01-23 18:13:00
construction,40.82,-73.88,2012-01-23 18:14:00,2012-01-23 19:13:00
construction,40.82,-73.88,2012-01-23 19:14:00,2012-01-23 20:13:00
construction,40.82,-73.88,2012-01-23 20:14:00,2012-01-23 21:13:00
construction,40.82,-73.88,2012-01-23 21:14:00,2012-01-23 22:13:00
construction,40.82,-73.88,2012-01-23 22:14:00,2012-01-23 23:13:00
construction,40.82,-73.88,2012-01-23 23:14:00,2012-01-24 00:13:00
construction,40.82,-73.88,2012-01-24 00:14:00,2012-01-24 01:13:00
construction,40.82,-73.88,2012-01-24 01:14:00,2012-01-24 02:13:00
construction,40.82,-73.88,2012-01-24 02:14:00,2012-01-24 03:13:00
construction,40.82,-73.88,2012-01-24 03:14:00,2012-01-24 04:13:00
construction,40.82,-73.88,2012-01-24 04:14:00,2012-01-24 05:13:00
construction,40.82,-73.88,2012-01-24 05:14:00,2012-01-24 05:18:00
Construction,40.84,-73.91,2012-06-01 04:40:10,2012-06-01 05:39:10
Construction,40.84,-73.91,2012-06-01 05:40:10,2012-06-01 06:39:10
Construction,40.84,-73.91,2012-06-01 06:40:10,2012-06-01 07:39:10
Construction,40.84,-73.91,2012-06-01 07:40:10,2012-06-01 08:39:10
Construction,40.84,-73.91,2012-06-01 08:40:10,2012-06-01 09:39:10
Construction,40.84,-73.91,2012-06-01 09:40:10,2012-06-01 10:39:10
Construction,40.84,-73.91,2012-06-01 10:40:10,2012-06-01 11:39:10
Construction,40.84,-73.91,2012-06-01 11:40:10,2012-06-01 12:39:10
Construction,40.84,-73.91,2012-06-01 12:40:10,2012-06-01 13:39:10
Construction,40.84,-73.91,2012-06-01 13:40:10,2012-06-01 14:39:10
Construction,40.84,-73.91,2012-06-01 14:40:10,2012-06-01 15:39:10
