Unnamed: 0,latitude,longitude,pop_count
0,41.950000033095,-75.46749968305498,0.0010690776
1,41.950000033095,-75.46666634972499,0.0
2,41.950000033095,-75.46583301639498,0.0060994416
3,41.950000033095,-75.46499968306499,0.0
4,41.950000033095,-75.46416634973498,0.0
5,41.950000033095,-75.46333301640499,0.0
6,41.950000033095,-75.46249968307498,0.0
7,41.950000033095,-75.46166634974499,0.0
8,41.950000033095,-75.46083301641498,0.0
9,41.950000033095,-75.45999968308499,0.0
10,41.950000033095,-75.45916634975498,0.0
11,41.950000033095,-75.45833301642499,0.0
12,41.950000033095,-75.45749968309498,0.0
13,41.950000033095,-75.45666634976499,0.0
14,41.950000033095,-75.45583301643498,0.0
15,41.950000033095,-75.45499968310499,0.0
16,41.950000033095,-75.454166349775,0.0
17,41.950000033095,-75.45333301644499,0.0
18,41.950000033095,-75.452499683115,0.0
19,41.950000033095,-75.45166634978499,0.0
20,41.950000033095,-75.450833016455,0.0
21,41.950000033095,-75.44999968312499,0.0
22,41.950000033095,-75.449166349795,0.0
23,41.950000033095,-75.44833301646499,0.0
24,41.950000033095,-75.44749968313499,0.0
25,41.950000033095,-75.44666634980499,0.0
26,41.950000033095,-75.44583301647499,0.008757499
27,41.950000033095,-75.44499968314499,0.004573359
28,41.950000033095,-75.44416634981499,0.004394451
29,41.950000033095,-75.44333301648498,0.024822038
30,41.950000033095,-75.44249968315499,0.17736621
31,41.950000033095,-75.44166634982498,1.0376556
32,41.950000033095,-75.44083301649499,0.66784465
33,41.950000033095,-75.43999968316498,0.051678836
34,41.950000033095,-75.43916634983499,0.073357075
35,41.950000033095,-75.43833301650498,0.08927495
36,41.950000033095,-75.43749968317499,0.0
37,41.950000033095,-75.43666634984498,0.0
38,41.950000033095,-75.43583301651499,0.0
39,41.950000033095,-75.43499968318498,0.0
40,41.950000033095,-75.43416634985499,0.0
41,41.950000033095,-75.43333301652498,0.0
42,41.950000033095,-75.43249968319499,0.0
43,41.950000033095,-75.43166634986498,0.0
44,41.950000033095,-75.43083301653499,0.0
45,41.950000033095,-75.42999968320498,0.0
46,41.950000033095,-75.42749968321499,0.046397578
47,41.950000033095,-75.42666634988498,0.015034012
48,41.950000033095,-75.42583301655499,0.007166201
49,41.950000033095,-75.42499968322498,0.0066766334
50,41.950000033095,-75.42416634989499,0.006746665
51,41.950000033095,-75.42333301656498,0.0065951627
52,41.950000033095,-75.42249968323499,0.0071109957
53,41.950000033095,-75.42166634990498,0.014793457
54,41.950000033095,-75.42083301657499,0.019421434
55,41.950000033095,-75.41999968324498,0.015910573
56,41.950000033095,-75.41916634991499,0.020712083
57,41.950000033095,-75.41833301658498,0.058646023
58,41.950000033095,-75.41749968325499,0.05941309
59,41.950000033095,-75.41666634992498,0.059130125
60,41.950000033095,-75.41583301659499,0.022228274
61,41.950000033095,-75.41499968326498,0.00804287
62,41.950000033095,-75.41416634993499,0.006739814
63,41.950000033095,-75.41333301660498,0.016255904
64,41.950000033095,-75.41249968327499,0.009794824
65,41.950000033095,-75.41166634994498,0.02516437
66,41.950000033095,-75.41083301661499,0.031698015
67,41.950000033095,-75.40999968328498,0.03751033
68,41.950000033095,-75.40916634995499,0.040935993
69,41.950000033095,-75.408333016625,0.04129847
70,41.950000033095,-75.40749968329499,0.03909008
71,41.950000033095,-75.406666349965,0.03721094
72,41.950000033095,-75.40583301663499,0.040544186
73,41.950000033095,-75.404999683305,0.04207382
74,41.950000033095,-75.40416634997499,0.04174594
75,41.950000033095,-75.40333301664499,0.032561917
76,41.950000033095,-75.40249968331499,0.015146274
77,41.950000033095,-75.40166634998499,0.019766169
78,41.950000033095,-75.40083301665499,0.03948217
79,41.950000033095,-75.39999968332499,0.04311807
80,41.950000033095,-75.39916634999499,0.03904987
81,41.950000033095,-75.39833301666499,0.039720822
82,41.950000033095,-75.39749968333498,0.03449423
83,41.950000033095,-75.39666635000499,0.043556828
84,41.950000033095,-75.39583301667498,0.044993687
85,41.950000033095,-75.39499968334499,0.028254043
86,41.950000033095,-75.39416635001498,0.024933746
87,41.950000033095,-75.39333301668499,0.024314253
88,41.950000033095,-75.39249968335498,0.02388502
89,41.950000033095,-75.39166635002499,0.054828733
90,41.950000033095,-75.39083301669498,0.04435337
91,41.950000033095,-75.38999968336499,0.030004159
92,41.950000033095,-75.38916635003498,0.025509935
93,41.950000033095,-75.38833301670499,0.024195345
94,41.950000033095,-75.38749968337498,0.024168067
95,41.950000033095,-75.38666635004499,0.023787418
96,41.950000033095,-75.38583301671498,0.023527551
97,41.950000033095,-75.38499968338499,0.023613416
98,41.950000033095,-75.38416635005498,0.023141434
99,41.950000033095,-75.38333301672499,0.021283634
100,41.950000033095,-75.38249968339498,0.024374163
101,41.950000033095,-75.38166635006499,0.02214545
102,41.950000033095,-75.38083301673498,0.039651606
103,41.950000033095,-75.37999968340499,0.03695235
104,41.950000033095,-75.37916635007498,0.018671835
105,41.950000033095,-75.37833301674499,0.013817753
106,41.950000033095,-75.37749968341498,0.00902897
107,41.950000033095,-75.37666635008499,0.0077640186
108,41.950000033095,-75.37583301675498,0.0076829516
109,41.950000033095,-75.37499968342499,0.007851823
110,41.950000033095,-75.37416635009498,0.007827654
111,41.950000033095,-75.37333301676499,0.007863813
112,41.950000033095,-75.37249968343498,0.013187657
113,41.950000033095,-75.37166635010499,0.015451456
114,41.950000033095,-75.37083301677498,0.016130537
115,41.950000033095,-75.36999968344499,0.015793948
116,41.950000033095,-75.36916635011498,0.016966857
117,41.950000033095,-75.36833301678499,1.2789594
118,41.950000033095,-75.36749968345498,2.8038352
119,41.950000033095,-75.36666635012499,0.063606195
120,41.950000033095,-75.36583301679498,0.019130008
121,41.950000033095,-75.36499968346499,0.017476384
122,41.950000033095,-75.364166350135,0.016002342
123,41.950000033095,-75.36333301680499,0.01376372
124,41.950000033095,-75.362499683475,0.011560357
125,41.950000033095,-75.36166635014499,0.012990832
126,41.950000033095,-75.360833016815,0.01490561
127,41.950000033095,-75.35999968348499,0.018383142
128,41.950000033095,-75.359166350155,0.029052949
129,41.950000033095,-75.35833301682499,0.019571312
130,41.950000033095,-75.35749968349499,0.01811475
131,41.950000033095,-75.35666635016499,0.016846852
132,41.950000033095,-75.35583301683499,0.016067065
133,41.950000033095,-75.35499968350499,0.016780179
134,41.950000033095,-75.35416635017499,0.01880186
135,41.950000033095,-75.35333301684499,0.05384385
136,41.950000033095,-75.35249968351499,0.024159433
137,41.950000033095,-75.35166635018498,0.034093767
138,41.950000033095,-75.35083301685499,0.04075561
139,41.950000033095,-75.34999968352498,0.04830386
140,41.950000033095,-75.34916635019499,0.05094678
141,41.950000033095,-75.34833301686498,0.12498494
142,41.950000033095,-75.34749968353499,0.048791587
143,41.950000033095,-75.34666635020498,0.10526325
144,41.950000033095,-75.34583301687499,0.08636534
145,41.950000033095,-75.34499968354498,0.07126883
146,41.950000033095,-75.34416635021499,0.06939851
147,41.950000033095,-75.34333301688498,0.050804462
148,41.950000033095,-75.34249968355499,0.008443883
149,41.950000033095,-75.34166635022498,0.0070147663
150,41.950000033095,-75.34083301689499,0.012939345
151,41.950000033095,-75.33999968356498,0.01364019
152,41.950000033095,-75.33916635023499,0.0061172997
153,41.950000033095,-75.33833301690498,0.0052096806
154,41.950000033095,-75.33749968357499,0.0055891103
155,41.950000033095,-75.33666635024498,0.0058440138
156,41.950000033095,-75.33583301691499,0.0059560942
157,41.950000033095,-75.33499968358498,0.011520846
158,41.950000033095,-75.33416635025499,0.0117781125
159,41.950000033095,-75.33333301692498,0.012004472
160,41.950000033095,-75.33249968359499,0.013777163
161,41.950000033095,-75.33166635026498,0.024835424
162,41.950000033095,-75.33083301693499,0.043088116
163,41.950000033095,-75.32999968360498,0.0310415
164,41.950000033095,-75.32916635027499,0.041091233
165,41.950000033095,-75.32833301694498,1.157476
166,41.950000033095,-75.32749968361499,1.9837592
167,41.950000033095,-75.32666635028498,1.1296707
168,41.950000033095,-75.32583301695499,0.03787799
169,41.950000033095,-75.32499968362498,0.027682763
170,41.950000033095,-75.32416635029499,0.025087032
171,41.950000033095,-75.32333301696498,0.0
172,41.950000033095,-75.32249968363499,0.0
173,41.950000033095,-75.32166635030498,0.0
174,41.950000033095,-75.32083301697499,0.0
175,41.950000033095,-75.31999968364498,0.0
176,41.950000033095,-75.31916635031499,0.0
177,41.950000033095,-75.318333016985,0.0
178,41.950000033095,-75.31749968365499,0.0
179,41.950000033095,-75.316666350325,0.0
180,41.950000033095,-75.31583301699499,0.0
181,41.950000033095,-75.314999683665,0.0
182,41.950000033095,-75.31416635033499,0.12925352
183,41.950000033095,-75.313333017005,0.14837569
184,41.950000033095,-75.31249968367499,0.06000699
185,41.950000033095,-75.31166635034499,0.060378943
186,41.950000033095,-75.31083301701499,0.05599263
187,41.950000033095,-75.30999968368499,0.0
188,41.950000033095,-75.30916635035499,0.0
189,41.950000033095,-75.30833301702499,0.0
190,41.950000033095,-75.30749968369499,0.0
191,41.950000033095,-75.30666635036499,0.2730595
192,41.950000033095,-75.30583301703498,0.27956516
193,41.950000033095,-75.30499968370499,0.0
194,41.950000033095,-75.30416635037498,0.0
195,41.950000033095,-75.30333301704499,0.060063444
196,41.950000033095,-75.30249968371498,0.062148314
197,41.950000033095,-75.30166635038499,0.0
198,41.950000033095,-75.30083301705498,0.1362334
199,41.950000033095,-75.29999968372499,0.036602043
